sales_person,country,product,date,amount,boxes_shipped,day,month,year,weekdays
Marney O'Breen,Canada,Spicy Special Slims,2024-03-01,3939.95,365.0,1,3,2024,Friday
Rafaelita Blaksland,New Zealand,70% Dark Bites,2024-08-24,791.19,280.0,24,8,2024,Saturday
Beverie Moffet,USA,50% Dark Bites,2024-07-28,2941.65,360.0,28,7,2024,Sunday
Brien Boise,USA,Mint Chip Choco,2024-05-25,12476.68,162.0,25,5,2024,Saturday
Karlen McCaffrey,New Zealand,Eclairs,2024-06-05,2817.14,191.0,5,6,2024,Wednesday
Barr Faughny,India,Drinking Coco,2024-01-28,2411.52,144.0,28,1,2024,Sunday
Marney O'Breen,UK,Orange Choco,2024-06-06,13072.74,11.0,6,6,2024,Thursday
Brien Boise,New Zealand,Baker's Choco Chips,2024-12-07,6790.41,26.0,7,12,2024,Saturday
Ches Bonnell,Canada,Spicy Special Slims,2024-05-08,6092.47,201.0,8,5,2024,Wednesday
Brien Boise,USA,Orange Choco,2024-01-28,7185.5,152.0,28,1,2024,Sunday
Kaine Padly,India,Spicy Special Slims,2024-08-31,6170.8,138.0,31,8,2024,Saturday
Mallorie Waber,USA,50% Dark Bites,2024-04-19,1945.05,14.0,19,4,2024,Friday
Mallorie Waber,UK,Mint Chip Choco,2024-06-29,6767.42,2.0,29,6,2024,Saturday
Beverie Moffet,India,Choco Coated Almonds,2024-02-24,3911.69,254.0,24,2,2024,Saturday
Madelene Upcott,UK,Smooth Sliky Salty,2024-04-03,16733.76,88.0,3,4,2024,Wednesday
Gigi Bohling,India,Eclairs,2024-06-21,3916.92,74.0,21,6,2024,Friday
Rafaelita Blaksland,Australia,Organic Choco Syrup,2024-01-26,1082.69,106.0,26,1,2024,Friday
Oby Sorrel,New Zealand,White Choc,2024-10-06,4822.33,42.0,6,10,2024,Sunday
Andria Kimpton,UK,Drinking Coco,2024-05-23,1827.45,66.0,23,5,2024,Thursday
Kelci Walkden,India,Milk Bars,2024-04-15,1142.41,111.0,15,4,2024,Monday
Karlen McCaffrey,New Zealand,Caramel Stuffed Bars,2024-01-31,6290.89,232.0,31,1,2024,Wednesday
Andria Kimpton,New Zealand,Organic Choco Syrup,2024-04-03,5616.01,43.0,3,4,2024,Wednesday
Barr Faughny,New Zealand,After Nines,2024-04-19,11250.69,91.0,19,4,2024,Friday
Beverie Moffet,UK,Almond Choco,2024-05-16,2799.42,104.0,16,5,2024,Thursday
Oby Sorrel,Australia,Raspberry Choco,2024-02-17,1157.88,114.0,17,2,2024,Saturday
Dennison Crosswaite,USA,Raspberry Choco,2024-01-18,7049.32,273.0,18,1,2024,Thursday
Roddy Speechley,Canada,Orange Choco,2024-09-02,9460.5,84.0,2,9,2024,Monday
Mallorie Waber,Canada,Orange Choco,2024-03-23,4173.73,175.0,23,3,2024,Saturday
Madelene Upcott,New Zealand,Caramel Stuffed Bars,2024-01-02,4005.08,150.0,2,1,2024,Tuesday
Mallorie Waber,India,Drinking Coco,2024-07-03,4650.58,143.0,3,7,2024,Wednesday
Ches Bonnell,UK,White Choc,2024-03-01,3814.56,220.0,1,3,2024,Friday
Ches Bonnell,USA,White Choc,2024-11-02,6321.35,325.0,2,11,2024,Saturday
Dennison Crosswaite,New Zealand,Orange Choco,2024-03-16,5245.53,144.0,16,3,2024,Saturday
Dotty Strutley,India,White Choc,2024-08-15,12998.67,317.0,15,8,2024,Thursday
Gigi Bohling,India,Manuka Honey Choco,2024-12-05,5932.12,79.0,5,12,2024,Thursday
Van Tuxwell,India,Spicy Special Slims,2024-11-04,6811.55,4.0,4,11,2024,Monday
Jan Morforth,New Zealand,Mint Chip Choco,2024-06-30,21381.14,311.0,30,6,2024,Sunday
Dotty Strutley,New Zealand,White Choc,2024-06-15,8423.36,63.0,15,6,2024,Saturday
Rafaelita Blaksland,Canada,Caramel Stuffed Bars,2024-01-08,7951.43,109.0,8,1,2024,Monday
Kaine Padly,USA,Milk Bars,2024-06-15,18389.1,62.0,15,6,2024,Saturday
Brien Boise,India,After Nines,2024-06-16,6555.46,45.0,16,6,2024,Sunday
Oby Sorrel,New Zealand,Raspberry Choco,2024-05-13,5129.71,270.0,13,5,2024,Monday
Dennison Crosswaite,USA,Drinking Coco,2024-10-05,2399.02,149.0,5,10,2024,Saturday
Oby Sorrel,India,Eclairs,2024-08-25,6096.53,344.0,25,8,2024,Sunday
Ches Bonnell,New Zealand,Organic Choco Syrup,2024-07-15,8134.67,83.0,15,7,2024,Monday
Gigi Bohling,UK,Baker's Choco Chips,2024-05-16,9969.65,449.0,16,5,2024,Thursday
Jan Morforth,Australia,50% Dark Bites,2024-06-14,3894.16,173.0,14,6,2024,Friday
Beverie Moffet,Australia,Smooth Sliky Salty,2024-01-25,11533.35,491.0,25,1,2024,Thursday
Ches Bonnell,USA,Organic Choco Syrup,2024-07-28,8754.31,14.0,28,7,2024,Sunday
Brien Boise,Canada,Mint Chip Choco,2024-01-28,5475.65,194.0,28,1,2024,Sunday
Kaine Padly,UK,Orange Choco,2024-06-29,2252.94,196.0,29,6,2024,Saturday
Karlen McCaffrey,Australia,70% Dark Bites,2024-06-24,278.78,332.0,24,6,2024,Monday
Gunar Cockshoot,Canada,Mint Chip Choco,2024-01-07,8936.91,442.0,7,1,2024,Sunday
Roddy Speechley,USA,Peanut Butter Cubes,2024-02-25,2010.22,144.0,25,2,2024,Sunday
Curtice Advani,Canada,Smooth Sliky Salty,2024-01-08,2901.91,12.0,8,1,2024,Monday
Oby Sorrel,Australia,Milk Bars,2024-06-21,9231.31,278.0,21,6,2024,Friday
Camilla Castle,New Zealand,Spicy Special Slims,2024-01-25,12744.67,26.0,25,1,2024,Thursday
Gigi Bohling,UK,Milk Bars,2024-05-17,1436.97,248.0,17,5,2024,Friday
Andria Kimpton,Australia,85% Dark Bars,2024-08-23,4900.32,254.0,23,8,2024,Friday
Camilla Castle,Australia,Smooth Sliky Salty,2024-03-03,8263.11,129.0,3,3,2024,Sunday
Roddy Speechley,India,Caramel Stuffed Bars,2024-05-30,10139.68,552.0,30,5,2024,Thursday
Karlen McCaffrey,USA,Drinking Coco,2024-06-29,132.68,243.0,29,6,2024,Saturday
Andria Kimpton,Canada,Organic Choco Syrup,2024-04-01,9479.63,217.0,1,4,2024,Monday
Jehu Rudeforth,Australia,Drinking Coco,2024-01-14,3114.84,65.0,14,1,2024,Sunday
Karlen McCaffrey,USA,Mint Chip Choco,2024-02-15,17866.48,58.0,15,2,2024,Thursday
Curtice Advani,New Zealand,Spicy Special Slims,2024-10-01,4651.03,494.0,1,10,2024,Tuesday
Madelene Upcott,USA,White Choc,2024-04-05,14360.42,218.0,5,4,2024,Friday
Andria Kimpton,USA,Spicy Special Slims,2024-05-23,2595.52,5.0,23,5,2024,Thursday
Barr Faughny,New Zealand,Fruit & Nut Bars,2024-04-26,1853.03,153.0,26,4,2024,Friday
Oby Sorrel,Canada,Organic Choco Syrup,2024-05-07,1392.99,70.0,7,5,2024,Tuesday
Madelene Upcott,UK,Organic Choco Syrup,2024-07-21,7943.17,174.0,21,7,2024,Sunday
Dotty Strutley,USA,Mint Chip Choco,2024-02-21,5552.79,272.0,21,2,2024,Wednesday
Kelci Walkden,USA,Orange Choco,2024-03-02,1539.14,143.0,2,3,2024,Saturday
Gigi Bohling,Australia,Caramel Stuffed Bars,2024-08-07,9117.77,154.0,7,8,2024,Wednesday
Mallorie Waber,India,50% Dark Bites,2024-05-31,631.02,140.0,31,5,2024,Friday
Van Tuxwell,New Zealand,Mint Chip Choco,2024-06-27,4486.37,104.0,27,6,2024,Thursday
Van Tuxwell,India,50% Dark Bites,2024-05-13,5591.29,132.0,13,5,2024,Monday
Van Tuxwell,USA,Manuka Honey Choco,2024-05-31,2662.54,102.0,31,5,2024,Friday
Wilone O'Kielt,USA,Orange Choco,2024-02-28,7481.93,38.0,28,2,2024,Wednesday
Barr Faughny,New Zealand,Eclairs,2024-03-28,7418.41,31.0,28,3,2024,Thursday
Gigi Bohling,USA,After Nines,2024-01-14,1969.06,235.0,14,1,2024,Sunday
Barr Faughny,New Zealand,Mint Chip Choco,2024-02-21,7197.75,159.0,21,2,2024,Wednesday
Dennison Crosswaite,Canada,85% Dark Bars,2024-01-08,11719.06,87.0,8,1,2024,Monday
Beverie Moffet,New Zealand,Smooth Sliky Salty,2024-05-19,2755.14,63.0,19,5,2024,Sunday
Husein Augar,USA,White Choc,2024-07-13,2438.56,61.0,13,7,2024,Saturday
Andria Kimpton,Australia,Peanut Butter Cubes,2024-04-20,7661.86,144.0,20,4,2024,Saturday
Dennison Crosswaite,India,85% Dark Bars,2024-06-30,4886.15,23.0,30,6,2024,Sunday
Curtice Advani,UK,50% Dark Bites,2024-08-03,3572.26,156.0,3,8,2024,Saturday
Gunar Cockshoot,USA,Fruit & Nut Bars,2024-09-03,6937.75,94.0,3,9,2024,Tuesday
Oby Sorrel,Canada,Raspberry Choco,2024-06-16,1941.25,221.0,16,6,2024,Sunday
Gigi Bohling,UK,Drinking Coco,2024-06-30,6173.15,46.0,30,6,2024,Sunday
Kelci Walkden,India,Mint Chip Choco,2024-07-28,3105.45,116.0,28,7,2024,Sunday
Karlen McCaffrey,Canada,Peanut Butter Cubes,2024-12-08,3691.6,154.0,8,12,2024,Sunday
Barr Faughny,UK,Mint Chip Choco,2024-07-07,3950.65,324.0,7,7,2024,Sunday
Barr Faughny,USA,85% Dark Bars,2024-08-25,13497.17,49.0,25,8,2024,Sunday
Husein Augar,Canada,Eclairs,2024-01-17,4389.23,241.0,17,1,2024,Wednesday
Jan Morforth,Australia,70% Dark Bites,2024-04-03,6310.98,366.0,3,4,2024,Wednesday
Marney O'Breen,New Zealand,Fruit & Nut Bars,2024-08-25,9693.37,4.0,25,8,2024,Sunday
Ches Bonnell,UK,Peanut Butter Cubes,2024-04-15,2348.2,266.0,15,4,2024,Monday
Kaine Padly,USA,Organic Choco Syrup,2024-11-03,2518.5,24.0,3,11,2024,Sunday
Camilla Castle,USA,Raspberry Choco,2024-05-20,3516.72,17.0,20,5,2024,Monday
Brien Boise,New Zealand,Manuka Honey Choco,2024-06-14,16807.37,44.0,14,6,2024,Friday
Jehu Rudeforth,New Zealand,After Nines,2024-04-14,1736.59,70.0,14,4,2024,Sunday
Jehu Rudeforth,USA,Smooth Sliky Salty,2024-07-07,7900.11,168.0,7,7,2024,Sunday
Madelene Upcott,India,Mint Chip Choco,2024-08-24,4016.89,71.0,24,8,2024,Saturday
Jehu Rudeforth,India,Eclairs,2024-02-24,9642.62,140.0,24,2,2024,Saturday
Karlen McCaffrey,Canada,Raspberry Choco,2024-09-05,773.7,217.0,5,9,2024,Thursday
Kaine Padly,Australia,70% Dark Bites,2024-08-02,7852.03,240.0,2,8,2024,Friday
Roddy Speechley,UK,70% Dark Bites,2024-03-24,1649.57,293.0,24,3,2024,Sunday
Rafaelita Blaksland,USA,Drinking Coco,2024-06-20,9333.45,78.0,20,6,2024,Thursday
Mallorie Waber,Canada,Manuka Honey Choco,2024-07-03,1540.11,117.0,3,7,2024,Wednesday
Kaine Padly,Australia,Fruit & Nut Bars,2024-06-20,7840.94,82.0,20,6,2024,Thursday
Oby Sorrel,New Zealand,Organic Choco Syrup,2024-02-17,17102.97,267.0,17,2,2024,Saturday
Madelene Upcott,UK,99% Dark & Pure,2024-01-26,11496.42,49.0,26,1,2024,Friday
Madelene Upcott,Australia,Mint Chip Choco,2024-02-05,3072.89,166.0,5,2,2024,Monday
Curtice Advani,Canada,99% Dark & Pure,2024-07-07,14990.79,7.0,7,7,2024,Sunday
Rafaelita Blaksland,Australia,Baker's Choco Chips,2024-08-22,3170.18,49.0,22,8,2024,Thursday
Karlen McCaffrey,Australia,After Nines,2024-11-08,2528.14,67.0,8,11,2024,Friday
Marney O'Breen,UK,99% Dark & Pure,2024-01-13,8551.6,208.0,13,1,2024,Saturday
Gunar Cockshoot,Australia,50% Dark Bites,2024-02-03,13072.95,119.0,3,2,2024,Saturday
Marney O'Breen,Australia,Choco Coated Almonds,2024-07-27,11987.26,41.0,27,7,2024,Saturday
Kelci Walkden,New Zealand,Drinking Coco,2024-10-03,18385.44,116.0,3,10,2024,Thursday
Beverie Moffet,USA,85% Dark Bars,2024-08-23,14028.4,344.0,23,8,2024,Friday
Roddy Speechley,USA,Eclairs,2024-04-25,4812.71,169.0,25,4,2024,Thursday
Dennison Crosswaite,UK,Milk Bars,2024-07-03,11963.91,446.0,3,7,2024,Wednesday
Wilone O'Kielt,UK,Organic Choco Syrup,2024-12-07,5574.83,52.0,7,12,2024,Saturday
Madelene Upcott,USA,Orange Choco,2024-05-16,9205.15,144.0,16,5,2024,Thursday
Gunar Cockshoot,India,Smooth Sliky Salty,2024-02-03,4133.74,69.0,3,2,2024,Saturday
Marney O'Breen,New Zealand,85% Dark Bars,2024-05-30,1312.23,164.0,30,5,2024,Thursday
Marney O'Breen,UK,Manuka Honey Choco,2024-10-06,11735.75,185.0,6,10,2024,Sunday
Brien Boise,USA,99% Dark & Pure,2024-07-25,7650.76,358.0,25,7,2024,Thursday
Beverie Moffet,New Zealand,Mint Chip Choco,2024-09-06,4994.93,98.0,6,9,2024,Friday
Dennison Crosswaite,USA,Milk Bars,2024-12-05,890.78,62.0,5,12,2024,Thursday
Gunar Cockshoot,USA,Drinking Coco,2024-09-05,4142.16,5.0,5,9,2024,Thursday
Brien Boise,Canada,Manuka Honey Choco,2024-09-08,7308.24,178.0,8,9,2024,Sunday
Van Tuxwell,India,Choco Coated Almonds,2024-04-13,6833.86,115.0,13,4,2024,Saturday
Andria Kimpton,USA,Caramel Stuffed Bars,2024-02-05,8878.27,47.0,5,2,2024,Monday
Dotty Strutley,USA,99% Dark & Pure,2024-09-08,4134.93,307.0,8,9,2024,Sunday
Camilla Castle,Australia,Raspberry Choco,2024-08-23,6641.89,188.0,23,8,2024,Friday
Gunar Cockshoot,India,Spicy Special Slims,2024-05-13,7117.3,174.0,13,5,2024,Monday
Karlen McCaffrey,USA,Manuka Honey Choco,2024-01-02,11815.59,68.0,2,1,2024,Tuesday
Camilla Castle,USA,50% Dark Bites,2024-06-23,6962.79,303.0,23,6,2024,Sunday
Madelene Upcott,UK,Choco Coated Almonds,2024-05-24,11786.42,147.0,24,5,2024,Friday
Jan Morforth,Canada,Mint Chip Choco,2024-01-04,1200.19,224.0,4,1,2024,Thursday
Camilla Castle,Canada,70% Dark Bites,2024-07-27,10791.08,166.0,27,7,2024,Saturday
Ches Bonnell,India,Peanut Butter Cubes,2024-01-27,26170.95,224.0,27,1,2024,Saturday
Jan Morforth,India,Choco Coated Almonds,2024-12-08,2987.81,136.0,8,12,2024,Sunday
Gigi Bohling,Canada,Almond Choco,2024-01-02,11705.99,47.0,2,1,2024,Tuesday
Rafaelita Blaksland,India,After Nines,2024-02-03,5256.03,201.0,3,2,2024,Saturday
Kelci Walkden,Australia,99% Dark & Pure,2024-06-30,3794.1,36.0,30,6,2024,Sunday
Dotty Strutley,Australia,Spicy Special Slims,2024-01-17,9655.3,97.0,17,1,2024,Wednesday
Brien Boise,USA,Milk Bars,2024-07-07,16001.54,133.0,7,7,2024,Sunday
Mallorie Waber,New Zealand,Mint Chip Choco,2024-01-31,1386.1,104.0,31,1,2024,Wednesday
Beverie Moffet,UK,99% Dark & Pure,2024-10-08,3821.76,122.0,8,10,2024,Tuesday
Beverie Moffet,USA,Peanut Butter Cubes,2024-08-18,15722.43,351.0,18,8,2024,Sunday
Brien Boise,New Zealand,White Choc,2024-06-15,6287.25,340.0,15,6,2024,Saturday
Marney O'Breen,USA,Baker's Choco Chips,2024-01-26,9831.97,9.0,26,1,2024,Friday
Kelci Walkden,USA,Spicy Special Slims,2024-04-29,90.36,73.0,29,4,2024,Monday
Mallorie Waber,Canada,White Choc,2024-03-03,3799.5,71.0,3,3,2024,Sunday
Kaine Padly,Australia,Almond Choco,2024-02-22,4674.2,422.0,22,2,2024,Thursday
Oby Sorrel,USA,Smooth Sliky Salty,2024-04-03,4011.83,169.0,3,4,2024,Wednesday
Dennison Crosswaite,India,Smooth Sliky Salty,2024-07-07,3429.85,9.0,7,7,2024,Sunday
Camilla Castle,New Zealand,Caramel Stuffed Bars,2024-06-17,4920.68,380.0,17,6,2024,Monday
Jan Morforth,Canada,Caramel Stuffed Bars,2024-02-08,10049.72,118.0,8,2,2024,Thursday
Oby Sorrel,USA,Baker's Choco Chips,2024-12-08,8485.1,120.0,8,12,2024,Sunday
Madelene Upcott,New Zealand,Peanut Butter Cubes,2024-01-28,6030.31,351.0,28,1,2024,Sunday
Kelci Walkden,Australia,Orange Choco,2024-04-29,13331.77,443.0,29,4,2024,Monday
Marney O'Breen,Australia,Manuka Honey Choco,2024-05-04,15245.95,233.0,4,5,2024,Saturday
Kaine Padly,Canada,Manuka Honey Choco,2024-01-18,11618.55,133.0,18,1,2024,Thursday
Jehu Rudeforth,UK,Baker's Choco Chips,2024-05-16,2629.59,98.0,16,5,2024,Thursday
Kelci Walkden,Australia,White Choc,2024-08-24,10089.49,168.0,24,8,2024,Saturday
Curtice Advani,India,85% Dark Bars,2024-01-18,308.24,402.0,18,1,2024,Thursday
Kaine Padly,USA,Eclairs,2024-08-22,7978.76,10.0,22,8,2024,Thursday
Gunar Cockshoot,UK,99% Dark & Pure,2024-07-03,8.16,84.0,3,7,2024,Wednesday
Beverie Moffet,UK,Choco Coated Almonds,2024-04-03,3303.13,73.0,3,4,2024,Wednesday
Dotty Strutley,Canada,Manuka Honey Choco,2024-04-22,13959.74,113.0,22,4,2024,Monday
Kaine Padly,Australia,Milk Bars,2024-09-06,4251.42,91.0,6,9,2024,Friday
Jan Morforth,Canada,Fruit & Nut Bars,2024-07-25,9885.53,217.0,25,7,2024,Thursday
Jan Morforth,India,Smooth Sliky Salty,2024-03-08,12864.47,93.0,8,3,2024,Friday
Rafaelita Blaksland,Australia,Manuka Honey Choco,2024-03-08,5245.6,144.0,8,3,2024,Friday
Jehu Rudeforth,UK,Milk Bars,2024-03-05,14345.5,219.0,5,3,2024,Tuesday
Husein Augar,Canada,After Nines,2024-01-19,11462.19,288.0,19,1,2024,Friday
Roddy Speechley,USA,50% Dark Bites,2024-11-02,11667.94,306.0,2,11,2024,Saturday
Van Tuxwell,India,Almond Choco,2024-06-14,7455.17,383.0,14,6,2024,Friday
Kelci Walkden,USA,50% Dark Bites,2024-03-23,7203.64,234.0,23,3,2024,Saturday
Madelene Upcott,Canada,85% Dark Bars,2024-02-17,8081.58,105.0,17,2,2024,Saturday
Dennison Crosswaite,Canada,Smooth Sliky Salty,2024-03-17,2055.4,485.0,17,3,2024,Sunday
Mallorie Waber,Australia,Spicy Special Slims,2024-06-29,6476.09,304.0,29,6,2024,Saturday
Ches Bonnell,Canada,Choco Coated Almonds,2024-08-24,17490.08,289.0,24,8,2024,Saturday
Gigi Bohling,Canada,Spicy Special Slims,2024-04-07,13644.0,281.0,7,4,2024,Sunday
Roddy Speechley,New Zealand,Almond Choco,2024-03-28,2930.46,70.0,28,3,2024,Thursday
Curtice Advani,India,Smooth Sliky Salty,2024-04-19,22717.09,143.0,19,4,2024,Friday
Ches Bonnell,New Zealand,Mint Chip Choco,2024-01-18,9471.72,248.0,18,1,2024,Thursday
Van Tuxwell,New Zealand,Fruit & Nut Bars,2024-01-17,3400.47,92.0,17,1,2024,Wednesday
Andria Kimpton,New Zealand,Mint Chip Choco,2024-02-15,10696.21,201.0,15,2,2024,Thursday
Andria Kimpton,UK,Milk Bars,2024-11-02,17101.67,307.0,2,11,2024,Saturday
Camilla Castle,USA,Manuka Honey Choco,2024-03-21,18936.88,180.0,21,3,2024,Thursday
Gunar Cockshoot,New Zealand,Almond Choco,2024-05-01,6015.37,136.0,1,5,2024,Wednesday
Brien Boise,India,Raspberry Choco,2024-05-30,7623.58,162.0,30,5,2024,Thursday
Jehu Rudeforth,USA,99% Dark & Pure,2024-04-01,2996.83,227.0,1,4,2024,Monday
Beverie Moffet,Australia,Fruit & Nut Bars,2024-04-22,1718.97,260.0,22,4,2024,Monday
Gigi Bohling,Canada,Milk Bars,2024-10-02,3523.33,114.0,2,10,2024,Wednesday
Dotty Strutley,India,Spicy Special Slims,2024-12-08,1092.36,209.0,8,12,2024,Sunday
Gunar Cockshoot,USA,Organic Choco Syrup,2024-10-08,2495.71,310.0,8,10,2024,Tuesday
Kelci Walkden,Australia,Raspberry Choco,2024-07-06,813.41,58.0,6,7,2024,Saturday
Jehu Rudeforth,India,Baker's Choco Chips,2024-06-06,2489.06,81.0,6,6,2024,Thursday
Karlen McCaffrey,New Zealand,Baker's Choco Chips,2024-05-04,5701.35,201.0,4,5,2024,Saturday
Wilone O'Kielt,USA,50% Dark Bites,2024-04-18,5084.32,126.0,18,4,2024,Thursday
Andria Kimpton,India,50% Dark Bites,2024-01-31,15789.48,16.0,31,1,2024,Wednesday
Madelene Upcott,USA,Baker's Choco Chips,2024-08-22,6541.75,141.0,22,8,2024,Thursday
Jehu Rudeforth,Australia,99% Dark & Pure,2024-02-25,11409.11,217.0,25,2,2024,Sunday
Jan Morforth,Australia,Mint Chip Choco,2024-02-22,19258.41,99.0,22,2,2024,Thursday
Oby Sorrel,New Zealand,Milk Bars,2024-12-01,5074.86,201.0,1,12,2024,Sunday
Brien Boise,UK,Almond Choco,2024-05-25,115.9,120.0,25,5,2024,Saturday
Kelci Walkden,India,Smooth Sliky Salty,2024-01-02,2797.19,9.0,2,1,2024,Tuesday
Rafaelita Blaksland,UK,Eclairs,2024-04-27,1608.04,75.0,27,4,2024,Saturday
Gigi Bohling,USA,Smooth Sliky Salty,2024-07-22,2960.99,133.0,22,7,2024,Monday
Curtice Advani,New Zealand,Mint Chip Choco,2024-01-26,3703.51,260.0,26,1,2024,Friday
Curtice Advani,USA,Mint Chip Choco,2024-08-24,5679.57,285.0,24,8,2024,Saturday
Madelene Upcott,New Zealand,Fruit & Nut Bars,2024-01-18,6764.17,20.0,18,1,2024,Thursday
Karlen McCaffrey,India,85% Dark Bars,2024-03-30,1108.85,87.0,30,3,2024,Saturday
Ches Bonnell,Australia,Caramel Stuffed Bars,2024-01-17,9477.32,160.0,17,1,2024,Wednesday
Kelci Walkden,USA,Fruit & Nut Bars,2024-02-17,5301.93,155.0,17,2,2024,Saturday
Kelci Walkden,Canada,Peanut Butter Cubes,2024-08-04,8041.25,43.0,4,8,2024,Sunday
Gigi Bohling,Canada,Drinking Coco,2024-06-07,3716.17,89.0,7,6,2024,Friday
Husein Augar,India,Fruit & Nut Bars,2024-04-04,4591.77,222.0,4,4,2024,Thursday
Jan Morforth,New Zealand,Organic Choco Syrup,2024-02-03,1928.33,217.0,3,2,2024,Saturday
Gigi Bohling,New Zealand,Raspberry Choco,2024-09-08,1225.12,186.0,8,9,2024,Sunday
Dennison Crosswaite,Australia,Milk Bars,2024-09-06,11326.55,296.0,6,9,2024,Friday
Ches Bonnell,UK,Caramel Stuffed Bars,2024-02-06,3063.08,301.0,6,2,2024,Tuesday
Van Tuxwell,USA,Fruit & Nut Bars,2024-05-07,7093.33,233.0,7,5,2024,Tuesday
Andria Kimpton,Canada,Eclairs,2024-11-08,337.37,120.0,8,11,2024,Friday
Madelene Upcott,India,Choco Coated Almonds,2024-11-02,3764.59,158.0,2,11,2024,Saturday
Kelci Walkden,New Zealand,Spicy Special Slims,2024-11-08,695.32,68.0,8,11,2024,Friday
Roddy Speechley,Australia,Drinking Coco,2024-12-05,14609.99,111.0,5,12,2024,Thursday
Wilone O'Kielt,USA,Milk Bars,2024-07-15,5298.68,96.0,15,7,2024,Monday
Andria Kimpton,India,Organic Choco Syrup,2024-01-18,4552.3,132.0,18,1,2024,Thursday
Madelene Upcott,UK,Fruit & Nut Bars,2024-05-01,9099.26,199.0,1,5,2024,Wednesday
Curtice Advani,Australia,50% Dark Bites,2024-06-29,603.97,239.0,29,6,2024,Saturday
Brien Boise,Canada,Raspberry Choco,2024-06-14,3172.23,46.0,14,6,2024,Friday
Gunar Cockshoot,India,Mint Chip Choco,2024-08-08,4737.32,74.0,8,8,2024,Thursday
Dennison Crosswaite,India,Mint Chip Choco,2024-03-23,15201.56,142.0,23,3,2024,Saturday
Barr Faughny,India,Caramel Stuffed Bars,2024-04-01,7912.62,106.0,1,4,2024,Monday
Brien Boise,India,Milk Bars,2024-02-22,14190.78,269.0,22,2,2024,Thursday
Beverie Moffet,UK,Spicy Special Slims,2024-02-17,9327.08,259.0,17,2,2024,Saturday
Barr Faughny,USA,Almond Choco,2024-03-02,434.42,83.0,2,3,2024,Saturday
Van Tuxwell,Canada,Raspberry Choco,2024-03-17,1497.58,132.0,17,3,2024,Sunday
Wilone O'Kielt,Australia,Baker's Choco Chips,2024-01-25,3124.74,155.0,25,1,2024,Thursday
Brien Boise,Australia,Milk Bars,2024-07-27,2356.21,54.0,27,7,2024,Saturday
Husein Augar,Australia,Fruit & Nut Bars,2024-01-28,8548.0,55.0,28,1,2024,Sunday
Madelene Upcott,Australia,Organic Choco Syrup,2024-05-07,12094.34,52.0,7,5,2024,Tuesday
Van Tuxwell,India,White Choc,2024-03-15,2119.42,46.0,15,3,2024,Friday
Gunar Cockshoot,Canada,After Nines,2024-04-08,3038.32,220.0,8,4,2024,Monday
Jan Morforth,USA,Fruit & Nut Bars,2024-06-27,5187.72,382.0,27,6,2024,Thursday
Jan Morforth,Canada,After Nines,2024-07-13,5384.52,180.0,13,7,2024,Saturday
Barr Faughny,New Zealand,Manuka Honey Choco,2024-02-24,6575.07,249.0,24,2,2024,Saturday
Karlen McCaffrey,New Zealand,85% Dark Bars,2024-06-28,6350.37,59.0,28,6,2024,Friday
Oby Sorrel,Australia,85% Dark Bars,2024-06-30,7488.06,28.0,30,6,2024,Sunday
Curtice Advani,Canada,Choco Coated Almonds,2024-08-18,6997.57,7.0,18,8,2024,Sunday
Kaine Padly,India,70% Dark Bites,2024-01-24,13081.57,324.0,24,1,2024,Wednesday
Beverie Moffet,USA,White Choc,2024-11-03,5964.72,136.0,3,11,2024,Sunday
Ches Bonnell,New Zealand,After Nines,2024-06-23,6651.11,377.0,23,6,2024,Sunday
Husein Augar,India,Spicy Special Slims,2024-08-22,2606.11,31.0,22,8,2024,Thursday
Gunar Cockshoot,Canada,50% Dark Bites,2024-04-01,3615.98,24.0,1,4,2024,Monday
Curtice Advani,India,Milk Bars,2024-05-04,3658.27,210.0,4,5,2024,Saturday
Beverie Moffet,India,Milk Bars,2024-04-15,1997.46,314.0,15,4,2024,Monday
Husein Augar,Australia,White Choc,2024-11-05,3618.67,213.0,5,11,2024,Tuesday
Andria Kimpton,Canada,Manuka Honey Choco,2024-07-21,5538.85,492.0,21,7,2024,Sunday
Jan Morforth,New Zealand,Orange Choco,2024-11-02,1382.49,86.0,2,11,2024,Saturday
Andria Kimpton,Canada,Smooth Sliky Salty,2024-08-07,1223.79,81.0,7,8,2024,Wednesday
Gunar Cockshoot,UK,Raspberry Choco,2024-11-08,8043.29,344.0,8,11,2024,Friday
Husein Augar,New Zealand,After Nines,2024-04-08,6878.47,7.0,8,4,2024,Monday
Andria Kimpton,New Zealand,Orange Choco,2024-06-14,9420.22,94.0,14,6,2024,Friday
Dennison Crosswaite,UK,Baker's Choco Chips,2024-01-17,2516.34,293.0,17,1,2024,Wednesday
Jehu Rudeforth,Canada,Orange Choco,2024-06-23,4334.75,529.0,23,6,2024,Sunday
Jehu Rudeforth,UK,Smooth Sliky Salty,2024-08-24,1588.49,111.0,24,8,2024,Saturday
Andria Kimpton,UK,Caramel Stuffed Bars,2024-07-06,8959.38,271.0,6,7,2024,Saturday
Jan Morforth,UK,White Choc,2024-06-22,9409.06,46.0,22,6,2024,Saturday
Dotty Strutley,USA,Fruit & Nut Bars,2024-07-13,3315.64,268.0,13,7,2024,Saturday
